,ReviewBody,ReviewStar,sentiment
11662,"Quality Control; great product.
",5,2
544,"Absolutely impressive!Sound quality is good.Build quality is good.It came fully charged so no need to charge it initially.Amazon packing and delivery on the dot as always!
",5,2
13205,"Good product at this price.
",5,2
541,"It is the best earphones I ever saw. It's sound quality is best with a very good bass; It is comfortable to use u can easily wear it for 5-6 hours; it's battery backup is really good u can use it for whole day in one charge; when u wear it ; it cancelles the outer sound u just hear it's sound . If Ur watching for a budget neckband earphones u should buy it. Thanks for reading full review....
",5,2
11657,"Sound quality is as good we know by the name of the company
",5,2
11656,"Awesome this headphones is.....go for it...
",5,2
11654,"Good for money. After a long time I got a good headphone with beautiful speaker. Good looks. Last but not least genuine product.
",5,2
13209,"Very good
",5,2
11653,"works perfect! got it at a deal price!
",5,2
13210,"It have been giving a problemSince 3 - 4 days
",5,2
11651,"Very good product.. Must buy..
",5,2
538,"Wanna tell u when I bought it for first time. It was the best then any of the headset I have ever used. And after that I ordered two more. But they where the fake or was not that good. Sound was too bad and the Bluetooth chip set was different from the first I ordered. I can say they where not original. So I replaced them and again I got the fake one so I finally returned them.
",5,2
549,"Bluetooth connectivity 5 out 5SOUNDS quality;Vocals 4 out 5Bass  5 out 5Instruments sounds 5 out 5Battery;Battery stand by time awesome more than 1 weekBattery Performance 5 hr to 8hrCharging time 2hrBuild quality is excellent and waterproofWorth of buying product 4.5 out 5
",5,2
551,"The product is super.Comes with hard bass.Treble is also good. Good for workout as it doesn't get off your ears easily;the magnet gets seperated sometime while running but thats fine though.total value for purchase.
",5,2
11667,"Good quality for the money
",5,2
11668,"Good quality and sound
",5,2
11688,"Awesome
",5,2
11687,"Awesome product
",5,2
11686,"amazing product liked it
",5,2
11684,"worth buy good sound quality and works perfectly on my samsung galaxy note 3. highly recommended for buyers....better then jbl headphones
",5,2
568,"Just go for it with no second thought since it has good bass and sound quality for attending calls is awesome without any noise and didn't feel bad at all after purchasing this product and it is worthy for your money.
",5,2
11682,"I found this headphone very nice. Sound is very clear. I like it.
",5,2
11681,"Awesome base; good frequency and noise cancellation.
",5,2
11680,"😍😍Simply terrefic ! Incomparable....
",5,2
11649,"Nice
",5,2
11679,"The best head phones; superb quality.
",5,2
11677,"Wonderful  product
",5,2
11676,"The best one at this price range
",5,2
11674,"Very Nice headphone. Paisa vasool...
",5,2
13175,"Nice sound quality battery stands for 6:00 hrs
",5,2
11672,"Good quality; sound quality awesome
",5,2
1186,"Nice sound quality and fitting is also nice. Only cable is little long but overall it's is a nice piece.
",5,2
11670,"Good product you can buy
",5,2
11669,"amazing headset with clear sound effect. I am satisfied by the performance of this headset. Senheiser rocks
",5,2
566,"Superb bass probably the best in this price range.Battery life is ok last up to 4 he's on full charge. Got them @999 at this price it is a steal deal.Thank u Amazon. These earphones or way better than jbl.
",5,2
13167,"Very nice looking and feeling better
",5,2
11648,"the head set is superb; i liked it. With the headset on there is complete noise reduction cannot hear anything. the voice is clear and the bass is good.
",5,2
13215,"EverythingIs nice
",5,2
13231,"Worth fully
",5,2
11619,"Good earphones with perfect sound; Looks stylish.Can buy the product.
",5,2
13232,"best bass n clear soundloved the battery backupwith no sound distraction
",5,2
13233,"Good product at this price point. Very slick and sound quality is awesome....
",5,2
528,"I got this earphone for 949 RS. It is worth for price. Sound quality is very good and bass is also very much high. And design and color is also very attractive. it is little bit uncomfortable for running. Because of very long size its bounced while running.Good for gym and crossfit workout. You can buy upto 1299 RS.
",5,2
13236,"It's fentastik real bass.. feeling cinema theatreI like jbl
",5,2
13237,"Good headphone; but rate is too high
",5,2
13240,"Too goodBest product
",5,2
13242,"Great product
",5,2
13243,"By it
",5,2
11616,"It is really an awesome product from Sennheiser. It is my first Sennheiser headset and I am totally impressed. the pouch is very nice. it separate my headset from mixing up with all other staff in my backpack.
",5,2
13245,"Super
",5,2
522,"Beat BT earphones go for it best sound and best noise cancellation. Good for students and music wow. Great battery life upto 7 hrs with 75% volume. Good remote control can take calls and and change the tracks. Good for calling also. Good mic I love it.
",5,2
13250,"Good quality product delivered in time. Sound quality amazing and works like magic.
",5,2
13251,"Good product
",5,2
11614,"Gud one but ends won't last too long
",5,2
11613,"Very goog build in quality
",5,2
13230,"Awesome
",5,2
11621,"I am loving it
",5,2
11624,"Great head set
",5,2
11625,"Crystal clear sound.
",5,2
11646,"Very nice
",5,2
11645,"Using almost 2  and half months. It's working properly till now. You can go for this.
",5,2
13216,"Value for money product
",5,2
11643,"Original product. Fast delivery . Good packing. Decent sound quality .
",5,2
11642,"Material and packing is goodSound quality is awesome
",5,2
11639,"Crisp and quality
",5,2
11637,"Awesome product. Neither too much bass nor toomuch treable
",5,2
13218,"I like this headphone because  of bass  or dislike  the calling voice is not good
",5,2
11647,"Using this I'm able enjoy my favorite music at its maximum clarity... not only music but also the call.. sennheiser rocks...Amazon as usual the best in offers as well delivery...
",5,2
11636,"bought this for a friend.He is very happy
",5,2
11633,"Best of the best
",5,2
13221,"All of good  but i want to revars & forward attachment
",5,2
11631,"Awesome sound quality;superb bass
",5,2
13222,"Sound quality is very good;mostly is listening songs..
",5,2
1190,"I like the product... Long review of this product sound is good. Well fits in ears...You can use it even while working out..
",5,2
11628,"Thanks to Amazon for deliver within expected time. Excellent product by Sennheiser. Super Noise Cancellation. Must buy for any one looking for Best in this price range.
",5,2
11627,"Awesome product serves its purpose. I personally feel that it's better than the JBL one in the same category
",5,2
11626,"so clear voice...
",5,2
535,"Good sound Quality product for this price. Battery is good as it comes for 6hrs of usage. My only concern is mic quality is not as expected as more surrounding noise is captured when speaking. Other than this it's money worthy.
",5,2
11610,"Excellent product!!Just enjoying it's awesomeness.Thanks.
",5,2
11689,"Amazon packing was super. And the product is working great. The effect is superb. I had earlier used sennheiser 300; and after that I bought this. Everything about this product is good; except the wire quality is fragile.
",5,2
573,"Bought it in sale for ₹1099. Much more worth than its price. The bass is real good and so is the battery life.. it charges too quickly and it connects fast too.. It can connect two devices simultaneously and its a great deal for such minimal price.. Also the delivery happened within one day so yeah a review from a happy customer😊
",5,2
11748,"Good
",5,2
13100,"Sound quality awesome
",5,2
11747,"Awesome sound quality.
",5,2
1176,"Product is awesome. No debate on the build quality. Comfortable fit in the ear and also comes with different sized earbuds. Battery life is good too. And main thing sound has great bass and balanced treble and gives crystal clear sound.
",5,2
11745,"Bass and sound quality
",5,2
13104,"Nice decent earphines worth the price
",5,2
13105,"Good
",5,2
11742,"Sound quality is superb.
",5,2
1177,"Amazing product; good sound quality and it fits well. The headphone stoped working after 3 months but will have to say Boat has an amazing after sale service (replaced within 5mins and also offer puckup and drop service). I recommend this product.
",5,2
1178,"I got this earphone of 1k and its awesome. Everything about this earphone is amazing from its colour to durability. If you are looking for a bluetooth earphone with such great features and price you must go for it.
",5,2
600,"It is one of most selled and awesome product by boat. The base is high. Sometimes it shadows vocals. But if you are new in this price range earphones then you can't get any cons about this product. The battery life is also good. While charging in morning; u can use it whole day easily.Must buy product if you want budget wireless earphones.
",5,2
598,"GOOD PRODUCT. APROX. 6 HOUR BATTERY LIFE ON FUUL VOLUME. BASS IS GOOD. CONFRTABLE. ONE ISSUE ITS NOT FOLDABLE OR PACKET CARRY.
",5,2
11738,"Awesome headphones. Better than most headphones which cost almost double the price.
",5,2
11737,"First time bought sennheiser ear phones.... Really awesome..... Bass was very good... Amazon delivery was very fast.... Bought for lightening deal at 1299rs..
",5,2
13118,"Very very good..... its my 3rd JBL product and it's amazing always. Go for it.
",5,2
597,"Using this for he past two months- the sound is balanced with adequate lows; mids and highs. While the bass is ok for normal listeners; don’t expect much if you are a bass head. Wished a better version of Bluetooth was given for more seamless experience; it sometimes losses connection when the mobile is in pocket. Overall; a good buy at this price point
",5,2
13121,"All time favorite..
",5,2
11749,"Best
",5,2
13095,"Battery quality very nice  Sound super
",5,2
13093,"The product is good seeing it's price and the tag of JBL....
",5,2
11751,"Great sound...
",5,2
11768,"Osm ... sound clarity sexy ...worth for money
",5,2
11767,"Wonderful quality..love the pouch bag. Durable too. In working condition after 6 months without too much care. Excellent!
",5,2
621,"This product is very good; especially at it's price range it's one of the best you can get.It's light weight; rugged type; and good sounding. Bass heads will absolutely love it.Overall a good deal if you can get it around 1500. I got it for 999 in Amazon.
",5,2
619,"One of the best brands that fits in everyones pocket. Bought for 999; superb sound quality even when compared to samasun icon earbuds. The earphones may lack storage but the sound quality is mind blowing. Just in love with them.
",5,2
11766,"INCREDIBLY SUPERB EVERY HEADPHONE DESERVE AN EQWE HAVE TO SELECT IT
",5,2
618,"Best earphone with mic nice sound quality; noise cancellation best other people notice that you talk on mobile or earphone....most important hands free if your long time talker or working in office then this is best option to do multitasking.Around my 5 friends using same product no issues 2 earphones are 6 months+ old no complaints.
",5,2
11765,"effects are unbeleivable ; once you get used with this ear phone ; you won't like to use any other ear phone at this range !! and it's original thanks to amazon :p
",5,2
11764,"By far the best in ear headphones in this price range. Well done Sennheiser
",5,2
11735,"Very good
",5,2
11763,"Nothing to dislike.
",5,2
11760,"The sound quality is great; delivered on time; I am really impressed by this product
",5,2
616,"Got this for just ₹ 1k and the sound quality is excellent considering this price.The noise cancellation of these earphones is pretty good .I was using a basic in ear style earphones and now I can feel there's so much difference in the sound quality.'Boat rocks' 👌✌️👍
",5,2
11758,"Super duper ear phone; sound quality is very good.
",5,2
615,"What I felt is I had boat 225 wired earphone so if I compare the wired to this wireless 255 then its 19-20 difference; boat 225 wired gives 1 point better experience than the 255 wireless one; battery life is good of the product; magnets do there job as expected. I bought this for 1500 so overall good product; will recommend this.
",5,2
614,"Best in budget.. Sound Quality is awesome.Battery works for a day in an hour of charging.Little delicate but worth buying it.
",5,2
13086,"I'm Very very happy with these product it was very powerful earphones
",5,2
11753,"I Bought this in 2014 and today just 1 side stopped working worth the money guys buy it!!!
",5,2
13088,"Nice product.Though I would have loved 5cm extra lengthfor the cable.
",5,2
1174,"Remember my sony Ericsson W550i sound. Amazing bass .
",5,2
11690,"Works Jst beautiful..superb clarity n awesome bass..Bt I guess there wud b many more brands out der half d price Bt still sounds at par wit Ths one.. anyways I'm enjoying every bit of it :-)
",5,2
13124,"Good sound quality
",5,2
13126,"Aesthetically very good and sound too very good.
",5,2
11707,"Nice product supr sound quality
",5,2
11706,"Great product and build quality
",5,2
11705,"it is amazing superb for my ps4
",5,2
11703,"Very goodOriginal product
",5,2
578,"Awessome!!Good sound than expected.. Good noise cancellation...  Comfort in ear and mic is also good for calls...Worth for price below 2k.. I bought it for 1500
",5,2
11701,"The headphones are awesome for the price . Personally I like bhangra beats and the nice bass on these headphones make listening to the songs a nice fulfilling experience.Go for it
",5,2
11700,"Very good sound quality;;;best quality
",5,2
1184,"Nice build quality and audio is very clear and comfortable  must buy at the price tag
",5,2
13156,"Love it. Very comfortable and easy to use The sound is amazing
",5,2
13157,"Sound is good durable cable and Bluetooth connectivity is good.... battery perfect
",5,2
11698,"Sound quality is amazing . You will total feel of isolation and noise reduction .
",5,2
11697,"Simply woww. I didn't expect it will be this good. Using it with my note 4 and it's amazing experience. Trust me and buy you won't get disappointed
",5,2
576,"Very good sound quality; battery life and Bass👌But when We will keep in pocket getting some distribution and not connecting properly; voice or song fluctuating. otherwise good
",5,2
13159,"not comfortable
",5,2
11694,"I don't know many metaphors and adjectives describing music. All I can say about this pair of earphones is that I simply love what I hear. Everything from Bass; medley and treble is perfectly balanced.
",5,2
11693,"Bet inittt sound
",5,2
574,"A compact product by boat at this cool price point; such a good product for bass lover. Fitting is good; noise cancellation is best looking at the price; bass is awesome.Cons are bit lengthy; low and mid tunes are not clear sometimes.Overall is a highly recommend product to all budget bass and music lover.
",5,2
11708,"Not bad value for money
",5,2
11709,"Bass quality ;comfort .
",5,2
13146,"Sound is good bass is not good
",5,2
11712,"As expected.. I liked it
",5,2
11732,"Awesome service by AmazonHeadphones are good if you prefer clarity over Bass
",5,2
11731,"Superb sound quality
",5,2
594,"It's my first review after using my product for 30 minutesExcellent sound system and flexibility is awesome.Will give battery and full review after a week utilisationNote: if u listen with full sound in this headset it may spoil your hearing capability less volume in the headset itself had good quality.
",5,2
13128,"Very good and comfortable
",5,2
13130,"Nice
",5,2
11728,"Good quality; light in weight; clear musicHighly recommend
",5,2
11725,"Value for money deal.
",5,2
13134,"Small issue; if we keep the BT head set and phone u will not be getting proper sound
",5,2
13125,"Good sound quality can work on the product style
",5,2
11723,"Awesome
",5,2
11721,"Awesome
",5,2
11720,"Awesome
",5,2
11719,"Just go for it.
",5,2
11718,"Crystal clear😍
",5,2
11715,"value for money
",5,2
11714,"Value for money
",5,2
13141,"Excellent bluetooth ever
",5,2
11713,"Amazing
",5,2
11722,"Awesome
",5,2
11119,"Good sound. Bass and treble are well balanced and clear. A little uncomfy with all earplugs. Overall a good buy on offer for Rd. 1299 not to mention the quick delivery by Amazon.
",5,2
13256,"Osum
",5,2
13257,"Good product
",5,2
11506,"Almost a year got over. This product is very nice!
",5,2
13357,"it's really amazing product i love it ..
",5,2
11503,"best earphones in my opinion
",5,2
11502,"Good Product From Sennheiser
",5,2
11501,"Sound quality is just awsome ... cant beat .... you can surely go for it and buy
",5,2
11500,"Too long reviews may not be legit; this product is.
",5,2
11499,"Best soud quality but not durable
",5,2
13360,"Good product . battery life is good
",5,2
11498,"You'll b little bit upset after opening the pack. But WAIT BOSS!!!!!It's amazing ..... Fadu cheez hai ye..Quality of sound is fantabulous....Really Value for money product....Love it...
",5,2
11497,"Worth purchase Go for it...
",5,2
11496,"Only problem s design
",5,2
11495,"Fabulous product for the price that we pay for it. Better than Skullcandy headsets in some ways. Excellent noise cancellation and powerful bass tones. Recommend!
",5,2
13361,"Awesome product loved it !!
",5,2
13362,"Nice product and sound is very good.I love it .
",5,2
11491,"It is fascinating
",5,2
11490,"Been working perfectly for 4months now
",5,2
11489,"Great
",5,2
1208,"My initial thought about Bluetooth headset will be like; it will be not as good as wired. But after the purchase of boad 255 my thought totally changed. Such a awsum sound; i m sure u r totally fall in love with u r favorite songs.
",5,2
13354,"good base
",5,2
13352,"Awesome sound quality and battery life!!!!!
",5,2
1205,"I use so many Bluetooth headphones but this Bluetooth headset is ""Rocked"". Excellent sound quality excellent bass.. Must buy this product.. Thanks to Amazon for ₹999.
",5,2
11528,"Good
",5,2
13334,"Nice sound; loved it
",5,2
13337,"Good
",5,2
11524,"Best Earphone and great service by Amazon
",5,2
11523,"its soooo nice best choice for the price range
",5,2
11522,"Great product
",5,2
13338,"excellent product
",5,2
13339,"sound quality is too good
",5,2
13365,"Valuable product... battery backup good
",5,2
11520,"nice product for smule singing. excellent service
",5,2
11518,"Best one....
",5,2
13343,"Not Connect And Vioce Not Clear
",5,2
11517,"Super
",5,2
11516,"Awesome
",5,2
11515,"Great sound. A must buy
",5,2
465,"Hey Guys;I bought boAt Rockerz 255 Sports Bluetooth Wireless Earphone & I am completely satisfied with this product. Its really awesome and I am loving this Earphone easy to connect with awesome sound quality. If connected on call it works well and reduce the noise I mean noise cancellation works well. The person I was speaking to cannot identify I was using Earphone. Its value for money.
",5,2
11513,"awesome sound... one of the best in this price range...... go for it....
",5,2
11512,"Worth its price!
",5,2
11519,"Good product
",5,2
11529,"Good
",5,2
13366,"Amazing product
",5,2
13368,"Excellent
",5,2
13391,"Very good👌🏻
",5,2
11462,"Ossam build quality and sound quality
",5,2
11461,"Sound quality is not as good as cx180
",5,2
11460,"The cable doesent feel premium enough
",5,2
11459,"Product Authenciation Failed. Mailed details to Sennheiser and got confirmation that Product is original
",5,2
11458,"Descent Product
",5,2
13394,"Product is good and sound is awesome
",5,2
11457,"Great sound quality; very satisfied
",5,2
448,"I'm really love it... Bass lovers pls go for it.. Now I'm really a fan of boat headphones... Lite weight.. Battery life is good it's giving continues play back of 6-7 hrs.. Perfect fit... If u guys looking for a Bluetooth headphones under 1500 just go for it... Really worth it..
",5,2
11456,"the bass; the sound; everything is good. searching for earphones to buy? just go for this.
",5,2
13396,"Good product
",5,2
11454,"awesome product
",5,2
11453,"Brilliant quality of sound. May feel like a little lacking in bass; but can get a app with bass boost for that. Crystal clear sound with excellent noise cancellation. Comfortable to wear too.
",5,2
11452,"Sound quality is good. Build quality is not up to the mark.
",5,2
11451,"Wire is quality is bad but output sound is excellent
",5,2
11450,"This is my 3rd set; totally in love with it... Had recommended to friends too!
",5,2
13401,"I use is every day in my daily life
",5,2
452,"Best headphone for this price range mids; bass and treble are at good tuning. Bass is a bit Punching which is nice for bass heads. There is no big lag in time but found a little lag in gaming audio. Neckband is extremely light weight can't feel it like wearing and flexible too.
",5,2
11467,"Nothing
",5,2
1216,"Great output and sound balance. Noise cancellation works and can be paired easily. It would be a good choice for anyone.
",5,2
11471,"Nice product. Sound clarity is good. Beats!
",5,2
13372,"Worth to the money
",5,2
11483,"Can't switch to any other earphone once you use this.
",5,2
11482,"Superbbb earphones
",5,2
11481,"Awesome sound
",5,2
11480,"Like
",5,2
11479,"Its very Good
",5,2
13373,"no complaints yet.... wonderful
",5,2
11478,"Good; genuine
",5,2
13367,"Awesome
",5,2
453,"Completely perfect product. Sound quality is really awesome. I'm real sound quality seeking guy. The product meet my requirements. Super bass and clear sound as well. It really plays all kind of frequencies. Noises cancelled by 97%. It's genuinely toched me. Thank you BoAt. Thank you Amazon.
",5,2
11477,"Bass and treble are very nice.voice clarity is awesome.
",5,2
13378,"super quality and  base
",5,2
11476,"Punches above its weight. Some said it stopped working after a few weeks. I hope that won't happen in my case.
",5,2
13381,"Nice
",5,2
1213,"Good product by Boat; i m using it daily; very light weight; battery backup is average but not poor; if you love to listen Bass boost songs than definitely its for you. Satisfied with this product at the price of 999 /-.
",5,2
13383,"Better than others
",5,2
11472,"The cord is a little shorter compared to other Ear phones though.
",5,2
13386,"Nice purchase
",5,2
13377,"Excellent product for the said price ₹1999/-. Working Fine.
",5,2
11609,"Very good sound quality
",5,2
474,"We're using this product for a month now. It's really good. I was using Samsung level U but the wire snapped. This one is pocket friendly; flexible and worth buying. I went by Amazon choice and for the first month I'm really happy. Hopefully it works like this for a long time.
",5,2
11531,"Nice product
",5,2
11585,"Sound is great;but needs to be more durable..
",5,2
13279,"Ok
",5,2
11584,"Awesome product must use product😍
",5,2
11583,"Very good sound quality & a good bass too...
",5,2
504,"I am using this for last two months. Over all performance is very good. I am using only call purpose. Battary life is about to one day.Call is very clear & loud.
",5,2
13284,"Love this product
",5,2
13285,"Sound quality is best but sound is low
",5,2
11581,"Good quality
",5,2
11580,"Good for daily use
",5,2
11579,"Another item received
",5,2
13286,"Very nice
",5,2
11577,"Awesome sound quality
",5,2
502,"Absolute Rock Star! No problem in paring with any phones; tried with iphone;samsung and pixel2. Work flawlessly. Great sound and bass effect. Great noise cancellation. Overall a 5 star product.
",5,2
13289,"good
",5,2
501,"Sound Quality: Insane bassBattery life: a bit mediocre but given the price and build quality; it's cool.Durability: I've owned boAt products before; I can vouch for it's build quality.Verdict: Packs a helluva punch when it comes down to audio quality and fits into the wallet pretty well. A must recommend from my side. Research the product tech specs on the internet for more information.
",5,2
11576,"Very good product. Got this earphone a week ago; it's good to now. Bass and voice clarity is good
",5,2
13293,"its very useful while travelling in crowded places
",5,2
13278,"Gd product
",5,2
11587,"Good quality
",5,2
13277,"Thanks jbl
",5,2
11588,"Very nice product.
",5,2
11607,"Loved it.
",5,2
13260,"Best product in this range
",5,2
11603,"Amazing sound with great bass
",5,2
11602,"Sound quality is good
",5,2
11601,"very nice. package is too good . very soft to listen melodies.. not harming ears
",5,2
13261,"It's an awesome product and price worth one
",5,2
11599,"Very good sound output!... Best quality.....
",5,2
11598,"Scene illa
",5,2
11575,"I lost it and did not think twice to buy the same one again. The bass effect and the clarity of mic is awesome
",5,2
13264,"Nice
",5,2
13267,"Good
",5,2
11595,"Perfect headphones in this range.
",5,2
11594,"One of the best earphones purchased. One of the beat earphones at this price.
",5,2
510,"Got this for rs 999. Such a steal! Although battery life should’ve been designed for more than 6 hours; I got no other reason to complain. The red colour looks really good. Go for it.
",5,2
11591,"Sennheiser CX 275  I have it before it's a best quality sound
",5,2
13272,"Go for it.Very Good product by JBL.
",5,2
13274,"Soung quality goodBattery life is also long
",5,2
11589,"Great bass quality
",5,2
13266,"Awesome ear phones
",5,2
13331,"Sound Quality & Battery life both are good
",5,2
13294,"In one word it's awesome
",5,2
11573,"Has the sound quality which I expected. Worth it.
",5,2
11543,"The sound quality is very very good
",5,2
11542,"Sound quality is so good...
",5,2
11541,"Got original product; delivery was a bit late;sprb quality jst go fr it; buy it from lightning deals;get it for 1300
",5,2
482,"I want to tell everyone I was so confused to take wirless headphones or bloothooth headphones. But now my confusion is totally cleared... One time investment Boat headphone. I want to must say BOAT headphone are very reliable and very clear sound with superb base. This is not only me talking about headphone my brother also having BOAT wire headphones and he is very satisfied... Thank u Amazon... And for one day delivery  thank you so much
",5,2
11540,"Its good with best sound quality
",5,2
11539,"Excellent product
",5,2
11538,"CLEAR BASSGREAT SOUND QUALITYGREAT CABLE QUALITYGOOD MICAMAZING NOISE REDUCTIONGREAT FOR THE PRICEMUST BUY
",5,2
13318,"Excellent
",5,2
13319,"Sound quality is good
",5,2
480,"The product is quite sturdy; flexible and has great music quality but unfortunately the absence is noise cancellation makes the caller on the other side to listen to more of the background noise and voices than yours.
",5,2
13321,"Nice quality.
",5,2
13322,"Value for money very good product
",5,2
11535,"Music lovers will surely love.... One of the best.. Upto mark... Best one I had ever used...
",5,2
1204,"The product is as it says ... Beautiful build quality and unmatched sound. Perfect in this price range
",5,2
11533,"Happy with product & service .give me all the features what I looking for.
",5,2
13326,"Excellent product & fast delivery
",5,2
476,"Product got deliver timely. Sound quality is very good when listen music or from YouTube.Battery backup last up to 4-6hrs depending upon usage. Thanks to boat bluetooth speakers.
",5,2
11545,"Good quality earphones..go for it👍
",5,2
483,"After using it for 3 weeks I'm giving this review.. i bought it for 1200.. Sound quality is good with more bass.. if u don't want that much bass means u can change the hear bud to a smaller one.. Quality of the product is also good i guess it will be a durable one.. Battery life is ultimate.. If u use it for 3 hrs a day it will last for 1 week.. Since I'm using it for my gym I feel very comfortable with this battery life..
",5,2
11546,"Sennheiser; The name is enough !!!!
",5,2
484,"These earphones are awesome and there is no trouble with them. Those who are saying that they don't have bass are wrong i have used them and the bass is seriously pretty strong for wireless earphones in such a price range. They are not over priced as well. Moreover while talking over them the person on the other side also didn't face any difficulty hearing me. These earphones are great; I personally highly recommend these.
",5,2
500,"Awesome !!!Go for itThe angle of ear tip makes extremely comfortable and with best noise and the secondary holder on top cancels every external noise and makes it perfect for sports.I’ve used it for Gyming;badminton;table tennis and for movies and web series.And Working of Siri is superb and does  every task I have given to Siri through earphone.
",5,2
11571,"Bought this 2 years ago. Still they are rocking!!
",5,2
11570,"Excellent sound quality....
",5,2
11569,"I have been using this earphone from last one year and has been a great companion to me.
",5,2
11568,"Been using it for almost a year now..good sound quality and bass. Noise cancellation is good & is very comfortable to the ear.only worry for few might be thin wires..
",5,2
11567,"Sound is very balanced !! also; noise cancellation implementation is excellent. Considering the price; it is very good  product.
",5,2
11566,"They were perfectly good
",5,2
11563,"Nice Earphones; Bass is awesome; Perfectly fits in the ears; Loved it....
",5,2
11574,"Buying it for the 2nd time. Great sound quality.
",5,2
11562,"Sound quality is best
",5,2
11558,"Within 9 months it stopped working very bad product.GOT REPLACED NICE JOB.
",5,2
11557,"Want bass then  this is it....... Good sound and value for money
",5,2
11555,"Good
",5,2
11553,"I love this product
",5,2
490,"This is the 4th product of boat I have bought and this is as good as the previously bought headphones.In this price range these are far better than any other brand.Pros.Battery backup is very good.Bass is excellent.Sweat proof.Very good build quality.Cons.Packaging can be more better.
",5,2
11552,"Awesome
",5,2
11551,"Great product. Good experience of noise cancellation. Loved it
",5,2
11549,"Sounds great but material could be more tough.
",5,2
11560,"Play Smooth
",5,2
1426,"It was a very nice product I didn't expect this. When I ordered after using this I was shocked because of the bass and the sound quality only the disadvantage is the battery life.
",5,2
3189,"Sound quality - best & best with extra bassBattery life -  very good backupDurability - excellent & tough
",5,2
10315,"Good
",5,2
5512,"loving the sound that these earphones give...have used many brands but they are not worth thr price...i believe this is the best deal u will get at this price range...dont think go for it
",5,2
5510,"Best and good  product with very effective ; clear and hd sound quality; connectivity with bluetooth is very smooth and fast; no noise disturbance on calls ;  listing to music with walking ; running very easy also there is absolute moisture wicking productI am very happy to bought this product
",5,2
5509,"Fits so good and gets in comfortably . Goes all Day long good battery i don't use continues but use frequently and battery stays all dayloved it's calling ease and light weight .sound is crispy and clear makes you hear every word clear and you enjoy music to best you can.
",5,2
5508,"Awesome sound.i love the bass of it. Very high quality sound as I use dem on my I pod 5th gen.i recommend everyone to buy this.
",5,2
5505,"The earphone has crystal clear sound quality with very good bass and the noise cancellation also works fine; the battery backup is good and gives music playback time of 3 hours; best Bluetooth earphones in this price by PTron.
",5,2
2608,"Its damm ultimate i love it seriously its really a ultimate product battery long lasts and the sound quality is dammm good
",5,2
5500,"Wireless magnetic earphones was an total pack of suprise starting with the packaging;build quality and the sound. All of them were very good and perfect also crisp .This is very light weight .
",5,2
5499,"One of my favourite product. Sound quality is mind blowing and it perfectly fits in every criteria for the best wireless bluetooth headset and also the the price is affordable. I have used several other wireless earphones but this one checks out all of them.
",5,2
2610,"The earphone is bass heavy. I majorly use it during working out;these are sufficient for my needs.
",5,2
5496,"I like
",5,2
5495,"Good sound quality easy in handle good resale value good wide rage conectivity upto 10 meters Best product in best price
",5,2
5490,"Good
",5,2
5489," nice bluethood capacity its work amazingly i like this product very much soud quality is very exellent i love the sound of this earphone and its battery capicity whole day.....
",5,2
5488,"On a single charge; you can listen songs and talk upto 6 hrs; this is the best part of this headphone;Noise cancellation and bass is perfect for music lovers;Earbuds are perfectly fit in ear...Thanks Amazon to provide such products
",5,2
5487,"What a earphone under such a good and low price believe it guyz we can go for it without any hesitation thanks to Amazon
",5,2
2614,"Boat rockerz 255 bluetooth headset is a great product
",5,2
5483,"The product is awesome. Built-in quality is outstanding. It is having clear sound and noise cancellation functions. Made of durable long lasting materials. Very satisfying while using. Base is good. You must have a try of this product.
",5,2
5482,"Super product quality also superb I love it
",5,2
5481,"Firstly- the sound quality is awesome.  I talked to my mom and she confirmed that my voice was very clear.  Unlike my Bluetooth device i had earlier..it has very effective noice cancellation.Secondly I listened to music and some vedios on this and sound quality is very nice in that also.  Good Bass. The music comes very clear.Third- I found this very convenient to wear it does not hurt your ears at all;plugs are very nice also they get attach to each other;  as it's sides have magnet.  So no worries.Fourth- Also it is very easy to receive calls on this by clicking the centre button and changing tracks while listing to music by long pressing + buttonLast but not the least very good battery back up.  I am quite happy with this product.
",5,2
5480,"Awesome product
",5,2
2616,"Worst product ever.. within 2 weeks it got repair charger port is not working and the headphone never getting charged. Don't buy this one..
",5,2
5477,"Can be purchased
",5,2
5475,"Best worn inside helmet... I personally use this device for getting navigation audio commands
",5,2
5473,"The product is amazing and design is perfect and sound quality is amazing.As we talk about battery life it is amazing and product quality is outstanding.
",5,2
5472,"Very Good
",5,2
5471,"I purchased from ptron headphones earlier another model. They were excellent. So purchased again from this brand. Here my initial impressions.Material used is good; decent quality and flexible.Sweat proof is ok.Noise cancellation is decent.Sound is ok but do not expect much based on price.Heavy bass not involved.Surrounding sound is goodTreble and noise levels are good but if it included with a bit base these could be more than promised for the customer.
",5,2
5469,"Just amazing product; decent noise cancelation; but looks very trendy; I am in love with this product; it made my travelling so much fun; it fits perfectly in your ears; can use for longer time also; it special grooves with fits into your ear cartilage makes it very nice and comfortablePackaging was also very nice
",5,2
5513,"Is A Amazing Product....The Sound Quality Is Fantastic As Compared To Price.... The Built Quality Is Good...Just Loving It...
",5,2
5467,"The product is good at the price range. Good sound quality ; noise cancellation can be more better. But the product quality is excellent at this price range. Best to use during workout ; no pain in the ear due to lomg usage.
",5,2
